Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2010,381,1,36,"H3","0604",8,4500,4500,42536,0
2010,381,1,36,"H3","08",1,,,5022019,0
2010,381,2,36,"H3","08",1,,,9312562,0
2010,381,1,36,"H3","070310",8,2171980,2171980,1492710,0
2010,381,2,36,"H3","070820",8,2520,2520,1978,0
2010,381,2,36,"H3","040620",8,190829,190829,1754729,0
2010,381,1,36,"H3","030419",8,271,271,7082,0
2010,381,1,36,"H3","0303",8,35630,35630,712678,0
2010,381,2,36,"H3","030229",8,2659,2659,24083,0
2010,381,1,36,"H3","020442",8,15324,15324,186865,0
2010,381,2,36,"H3","0203",8,737,737,12574,0
2010,381,1,36,"H3","0203",8,38036,38036,135336,0
2010,381,2,36,"H3","071090",8,28512,28512,129859,0
2010,381,1,36,"H3","080212",8,193499,193499,1148111,0
2010,381,1,36,"H3","080231",8,168660,168660,733823,0
2010,381,2,36,"H3","060210",1,,28,3660,0
2010,381,1,36,"H3","080240",8,2200,2200,5959,0
2010,381,1,36,"H3","07",1,,,2480492,0
2010,381,2,36,"H3","07",1,,,1507749,0
2010,381,2,36,"H3","051110",1,,11,80078,0
2010,381,1,36,"H3","051110",1,,3,11020,0
2010,381,2,36,"H3","0511",1,,11,80078,0
2010,381,1,36,"H3","0511",1,,8,51265,0
2010,381,1,36,"H3","051000",8,50860,50860,443582,0
2010,381,1,36,"H3","0510",8,50860,50860,443582,0
2010,381,1,36,"H3","050400",8,32002,32002,391777,0
2010,381,1,36,"H3","0703",8,2171980,2171980,1492710,0
2010,381,2,36,"H3","050100",8,262,262,260427,0
2010,381,2,36,"H3","0501",8,262,262,260427,0
2010,381,2,36,"H3","080240",8,5507,5507,26038,0
2010,381,2,36,"H3","0705",8,3,3,2256,0
2010,381,2,36,"H3","041000",8,207,207,1730,0
2010,381,2,36,"H3","0410",8,207,207,1730,0
2010,381,2,36,"H3","070529",8,3,3,2256,0
2010,381,2,36,"H3","0708",8,8185,8185,16030,0
2010,381,2,36,"H3","0409",8,12135,12135,58469,0
2010,381,1,36,"H3","0409",8,40800,40800,138359,0
2010,381,1,36,"H3","080260",8,53606,53606,419216,0
2010,381,2,36,"H3","040640",8,165728,165728,1181916,0
2010,381,2,36,"H3","070890",8,5665,5665,14053,0
2010,381,1,36,"H3","0804",8,13897,13897,97102,0
2010,381,2,36,"H3","040610",8,230689,230689,1826649,0
2010,381,2,36,"H3","0406",8,3244979,3244979,31334746,0
2010,381,2,36,"H3","040510",8,2961,2961,17862,0
2010,381,2,36,"H3","0709",8,61863,61863,357049,0
2010,381,2,36,"H3","070951",8,698,698,14089,0
2010,381,2,36,"H3","040210",8,22600,22600,56426,0
2010,381,2,36,"H3","0402",8,72288,72288,343563,0
2010,381,2,36,"H3","070959",8,1791,1791,154105,0
2010,381,2,36,"H3","070970",8,5972,5972,7538,0
2010,381,2,36,"H3","070990",8,53402,53402,181317,0
2010,381,1,36,"H3","030799",8,26382,26382,149351,0
2010,381,2,36,"H3","0710",8,61419,61419,347974,0
2010,381,1,36,"H3","0307",8,26762,26762,180581,0
2010,381,1,36,"H3","030623",8,168,168,5660,0
2010,381,1,36,"H3","030613",8,12000,12000,195702,0
2010,381,2,36,"H3","071030",8,4600,4600,6312,0
2010,381,2,36,"H3","030530",8,150,150,5341,0
2010,381,2,36,"H3","030510",8,35679,35679,594793,0
2010,381,2,36,"H3","071080",8,28307,28307,211803,0
2010,381,1,36,"H3","080620",8,569395,569395,1895807,0
2010,381,1,36,"H3","030380",8,35630,35630,712678,0
2010,381,1,36,"H3","0805",8,421005,421005,596544,0
2010,381,2,36,"H3","030269",8,2817,2817,30102,0
2010,381,1,36,"H3","030269",8,251056,251056,3105525,0
2010,381,1,36,"H3","080510",8,260005,260005,364067,0
2010,381,1,36,"H3","030211",8,206,206,3406,0
2010,381,2,36,"H3","0302",8,5476,5476,54184,0
2010,381,1,36,"H3","0302",8,251262,251262,3108932,0
2010,381,2,36,"H3","0711",8,59913,59913,227582,0
2010,381,2,36,"H3","071120",8,43165,43165,172964,0
2010,381,2,36,"H3","021019",8,299636,299636,4557345,0
2010,381,1,36,"H3","021019",8,11499,11499,194289,0
2010,381,2,36,"H3","021011",8,4217,4217,65573,0
2010,381,2,36,"H3","071159",8,4859,4859,16278,0
2010,381,2,36,"H3","071190",8,11889,11889,38339,0
2010,381,2,36,"H3","0712",8,67813,67813,541021,0
2010,381,2,36,"H3","071231",8,3867,3867,140802,0
2010,381,1,36,"H3","080520",8,59870,59870,110335,0
2010,381,2,36,"H3","071232",8,2302,2302,109707,0
2010,381,2,36,"H3","071233",8,4143,4143,52943,0
2010,381,2,36,"H3","071290",8,56857,56857,172628,0
2010,381,1,36,"H3","080540",8,101130,101130,122142,0
2010,381,1,36,"H3","020130",8,1899323,1899323,15354695,0
2010,381,2,36,"H3","020120",8,71,71,1923,0
2010,381,1,36,"H3","020120",8,122748,122748,1437955,0
2010,381,2,36,"H3","0201",8,71,71,1923,0
2010,381,1,36,"H3","0201",8,2022071,2022071,16792650,0
2010,381,1,36,"H3","071333",8,23500,23500,36275,0
2010,381,2,36,"H3","071333",8,500,500,1348,0
2010,381,2,36,"H3","0101",5,1,318,5675,0
2010,381,1,36,"H3","051199",8,5,5,40246,0
2010,381,1,36,"H3","0808",8,504,504,2924,0
2010,381,2,36,"H3","0808",8,32551,32551,93112,0
2010,381,1,36,"H3","080810",8,504,504,2924,0
2010,381,2,36,"H3","080810",8,32551,32551,93112,0
2010,381,1,36,"H3","0802",8,417965,417965,2307109,0
2010,381,1,36,"H3","0809",8,11190,11190,122532,0
2010,381,1,36,"H3","080910",8,376,376,5103,0
2010,381,2,36,"H3","110620",8,8750,8750,5900,0
2010,381,1,36,"H3","080920",8,3696,3696,56500,0
2010,381,1,36,"H3","080930",8,7118,7118,60929,0
2010,381,2,36,"H3","081050",8,4767080,4767080,7407222,0
2010,381,2,36,"H3","081190",8,600,600,3970,0
2010,381,2,36,"H3","081210",8,852640,852640,1577129,0
2010,381,1,36,"H3","120810",8,22920,22920,72981,0
2010,381,2,36,"H3","0814",8,96000,96000,63581,0
2010,381,2,36,"H3","081400",8,96000,96000,63581,0
2010,381,1,36,"H3","09",1,,,7656,0
2010,381,2,36,"H3","09",1,,,37161670,0
2010,381,1,36,"H3","0901",8,320,320,7656,0
2010,381,2,36,"H3","0901",8,3572191,3572191,37015592,0
2010,381,2,36,"H3","090112",8,87650,87650,664832,0
2010,381,2,36,"H3","090122",8,72193,72193,826312,0
2010,381,2,36,"H3","090190",8,74207,74207,662358,0
2010,381,2,36,"H3","0902",8,1440,1440,40088,0
2010,381,2,36,"H3","090210",8,80,80,1335,0
2010,381,2,36,"H3","090230",8,1360,1360,38753,0
2010,381,2,36,"H3","0904",8,300,300,1748,0
2010,381,2,36,"H3","090420",8,300,300,1748,0
2010,381,2,36,"H3","0905",8,140,140,5800,0
2010,381,2,36,"H3","090500",8,140,140,5800,0
2010,381,2,36,"H3","0909",8,721,721,28298,0
2010,381,2,36,"H3","090920",8,67,67,8508,0
2010,381,2,36,"H3","0802",8,25507,25507,167548,0
2010,381,2,36,"H3","090940",8,654,654,19790,0
2010,381,2,36,"H3","0910",8,3077,3077,70143,6
2010,381,2,36,"H3","091020",8,81,81,6718,6
2010,381,2,36,"H3","091091",8,1600,1600,31791,0
2010,381,2,36,"H3","091099",8,1396,1396,31634,0
2010,381,1,36,"H3","10",1,,,65924477,0
2010,381,2,36,"H3","10",1,,,2528182,0
2010,381,1,36,"H3","030614",8,110,110,5157,0
2010,381,1,36,"H3","1001",8,207589110,207589110,65709014,0
2010,381,1,36,"H3","0306",8,12278,12278,206518,0
2010,381,2,36,"H3","030569",8,3101,3101,35865,0
2010,381,1,36,"H3","100110",8,150190453,150190453,48659793,0
2010,381,1,36,"H3","030549",8,179,179,7187,0
2010,381,2,36,"H3","1003",8,583,583,2166,0
2010,381,2,36,"H3","100300",8,583,583,2166,0
2010,381,2,36,"H3","1006",8,1810641,1810641,2521004,0
2010,381,2,36,"H3","030429",8,1200,1200,16281,0
2010,381,1,36,"H3","080450",8,13897,13897,97102,0
2010,381,2,36,"H3","0304",8,1200,1200,16281,0
2010,381,1,36,"H3","0304",8,271,271,7082,0
2010,381,2,36,"H3","100620",8,2256,2256,15038,0
2010,381,2,36,"H3","100630",8,1803035,1803035,2493488,0
2010,381,2,36,"H3","100640",8,5350,5350,12478,0
2010,381,1,36,"H3","1007",8,28000,28000,74225,0
2010,381,1,36,"H3","100700",8,28000,28000,74225,0
2010,381,1,36,"H3","1008",8,174410,174410,141238,0
2010,381,2,36,"H3","1008",8,1000,1000,5012,0
2010,381,1,36,"H3","100820",8,173925,173925,136147,0
2010,381,1,36,"H3","100890",8,485,485,5091,0
2010,381,2,36,"H3","100890",8,1000,1000,5012,0
2010,381,1,36,"H3","11",1,,,9228,0
2010,381,2,36,"H3","11",1,,,1074904,0
2010,381,1,36,"H3","1101",8,1010,1010,4514,0
2010,381,2,36,"H3","1101",8,747941,747941,459468,0
2010,381,1,36,"H3","110100",8,1010,1010,4514,0
2010,381,2,36,"H3","110100",8,747941,747941,459468,0
2010,381,2,36,"H3","1102",8,64110,64110,111350,0
2010,381,2,36,"H3","110220",8,63210,63210,107279,0
2010,381,2,36,"H3","110290",8,900,900,4072,0
2010,381,1,36,"H3","1103",8,600,600,3242,0
2010,381,2,36,"H3","071239",8,644,644,64941,0
2010,381,2,36,"H3","1103",8,430625,430625,371903,0
2010,381,1,36,"H3","0713",8,962083,962083,987782,0
2010,381,1,36,"H3","110311",8,600,600,3242,0
2010,381,1,36,"H3","0806",8,569395,569395,1895807,0
2010,381,2,36,"H3","0713",8,22100,22100,15837,0
2010,381,1,36,"H3","071320",8,430325,430325,293577,0
2010,381,2,36,"H3","110311",8,14710,14710,15326,0
2010,381,2,36,"H3","110313",8,392705,392705,312173,0
2010,381,2,36,"H3","110319",8,23210,23210,44405,0
2010,381,1,36,"H3","1104",8,622,622,1471,0
2010,381,1,36,"H3","110412",8,622,622,1471,0
2010,381,1,36,"H3","071331",8,357808,357808,538360,0
2010,381,2,36,"H3","071331",8,16200,16200,10777,0
2010,381,2,36,"H3","1105",8,300,300,1509,0
2010,381,2,36,"H3","110510",8,300,300,1509,0
2010,381,1,36,"H3","071339",8,21500,21500,32901,0
2010,381,2,36,"H3","1106",8,13750,13750,27093,0
2010,381,2,36,"H3","071339",8,5400,5400,3712,0
2010,381,1,36,"H3","071350",8,128950,128950,86668,0
2010,381,2,36,"H3","0810",8,4767080,4767080,7407222,0
2010,381,2,36,"H3","090111",8,141701,141701,1428347,0
2010,381,1,36,"H3","090121",8,320,320,7656,0
2010,381,2,36,"H3","090121",8,3196440,3196440,33433744,0
2010,381,2,36,"H3","121190",8,4088,4088,121962,0
2010,381,2,36,"H3","1212",8,4000,4000,5775,0
2010,381,1,36,"H3","1214",8,22000,22000,31107,0
2010,381,2,36,"H3","1214",8,1415,1415,5547,0
2010,381,1,36,"H3","1301",8,16950,16950,68908,0
2010,381,2,36,"H3","1301",8,8775,8775,62809,0
2010,381,2,36,"H3","130120",8,8775,8775,62809,0
2010,381,1,36,"H3","130190",8,16950,16950,68908,0
2010,381,2,36,"H3","130213",8,550,550,8920,0
2010,381,2,36,"H3","130239",8,600,600,10478,0
2010,381,2,36,"H3","110630",8,5000,5000,21194,0
2010,381,2,36,"H3","080222",8,20000,20000,141510,0
2010,381,2,36,"H3","1108",8,76000,76000,103580,0
2010,381,1,36,"H3","120799",8,750,750,24977,0
2010,381,2,36,"H3","120799",8,975,975,14548,0
2010,381,2,36,"H3","0812",8,852640,852640,1577129,0
2010,381,1,36,"H3","120991",8,985,985,91957,0
2010,381,2,36,"H3","120991",8,20901,20901,271968,0
2010,381,1,36,"H3","121490",8,22000,22000,31107,0
2010,381,2,36,"H3","121490",8,1415,1415,5547,0
2010,381,1,36,"H3","100190",8,57398657,57398657,17049221,0
2010,381,2,36,"H3","1404",8,40,40,4888,0
2010,381,2,36,"H3","150990",8,2860499,2860499,10371594,0
2010,381,2,36,"H3","1510",8,851304,851304,1838817,0
2010,381,2,36,"H3","151000",8,851304,851304,1838817,0
2010,381,2,36,"H3","1512",8,52532,52532,109173,0
2010,381,2,36,"H3","151211",8,20164,20164,47704,0
2010,381,2,36,"H3","151219",8,32368,32368,61468,0
2010,381,1,36,"H3","1515",8,16087,16087,34020,0
2010,381,2,36,"H3","1515",8,610627,610627,2119723,0
2010,381,2,36,"H3","1517",8,109322,109322,242535,0
2010,381,2,36,"H3","16",1,,,5505756,0
2010,381,2,36,"H3","1601",8,2780,2780,34782,0
2010,381,2,36,"H3","160100",8,2780,2780,34782,0
2010,381,2,36,"H3","1602",8,52566,52566,537286,0
2010,381,2,36,"H3","1604",8,553747,553747,4806293,0
2010,381,2,36,"H3","110819",8,28000,28000,83236,0
2010,381,1,36,"H3","1208",8,22920,22920,72981,0
2010,381,2,36,"H3","170410",8,156,156,2726,0
2010,381,2,36,"H3","170490",8,198423,198423,1230218,0
2010,381,1,36,"H3","190219",8,9053,9053,32684,0
2010,381,1,36,"H3","12",1,,,2581904,0
2010,381,2,36,"H3","12",1,,,649104,0
2010,381,2,36,"H3","1803",8,640000,640000,1510691,0
2010,381,2,36,"H3","0811",8,600,600,3970,0
2010,381,2,36,"H3","190219",8,17783597,17783597,23381012,0
2010,381,1,36,"H3","1209",8,922863,922863,2452839,0
2010,381,2,36,"H3","1209",8,24215,24215,472487,0
2010,381,1,36,"H3","120921",8,530971,530971,1134900,0
2010,381,1,36,"H3","120922",8,315566,315566,938530,0
2010,381,1,36,"H3","120929",8,70005,70005,200558,0
2010,381,2,36,"H3","120929",8,1,1,2798,0
2010,381,1,36,"H3","120930",8,1,1,2683,0
2010,381,2,36,"H3","120930",8,448,448,37417,0
2010,381,2,36,"H3","180500",8,25452,25452,251156,0
2010,381,2,36,"H3","170191",8,2484,2484,6141,0
2010,381,1,36,"H3","13",1,,,2550816,0
2010,381,2,36,"H3","13",1,,,1422974,0
2010,381,2,36,"H3","1702",8,734849,734849,448859,0
2010,381,2,36,"H3","170260",8,77,77,1338,0
2010,381,2,36,"H3","140490",8,40,40,4888,0
2010,381,1,36,"H3","15",1,,,4125535,0
2010,381,2,36,"H3","15",1,,,32146395,0
2010,381,2,36,"H3","1507",8,7800,7800,18478,0
2010,381,2,36,"H3","1511",8,2247,2247,3182,0
2010,381,2,36,"H3","151190",8,2247,2247,3182,0
2010,381,1,36,"H3","19",1,,,642826,0
2010,381,2,36,"H3","19",1,,,60465835,0
2010,381,1,36,"H3","1901",8,58328,58328,226217,0
2010,381,2,36,"H3","1901",8,237591,237591,1141350,0
2010,381,2,36,"H3","151790",8,109322,109322,242535,0
2010,381,1,36,"H3","190190",8,58328,58328,226217,0
2010,381,2,36,"H3","190190",8,205473,205473,1020573,0
2010,381,2,36,"H3","190211",8,340009,340009,950046,0
2010,381,2,36,"H3","160414",8,82056,82056,698310,0
2010,381,2,36,"H3","160416",8,311710,311710,2804788,0
2010,381,2,36,"H3","160419",8,55,55,1854,0
2010,381,1,36,"H3","130219",8,39659,39659,2481907,0
2010,381,2,36,"H3","130219",8,11425,11425,1102141,0
2010,381,2,36,"H3","190220",8,1949384,1949384,2354256,0
2010,381,2,36,"H3","190230",8,926193,926193,1406549,0
2010,381,2,36,"H3","190240",8,1682141,1682141,1814311,0
2010,381,2,36,"H3","120791",8,4900,4900,28784,0
2010,381,2,36,"H3","190410",8,62262,62262,212081,0
2010,381,2,36,"H3","180320",8,640000,640000,1510691,0
2010,381,2,36,"H3","190490",8,11681,11681,54117,0
2010,381,1,36,"H3","1905",8,78987,78987,383925,0
2010,381,2,36,"H3","1905",8,6348328,6348328,29141280,0
2010,381,2,36,"H3","190510",8,367248,367248,1311016,0
2010,381,2,36,"H3","190531",8,1187383,1187383,4692870,0
2010,381,2,36,"H3","160430",8,4924,4924,51807,0
2010,381,2,36,"H3","190540",8,540662,540662,3438970,0
2010,381,2,36,"H3","1805",8,25452,25452,251156,0
2010,381,2,36,"H3","170211",8,67744,67744,74457,0
2010,381,2,36,"H3","200110",8,4365,4365,18590,0
2010,381,1,36,"H3","1302",8,39659,39659,2481907,0
2010,381,2,36,"H3","1302",8,35270,35270,1360165,0
2010,381,1,36,"H3","200559",8,8452,8452,8002,0
2010,381,2,36,"H3","200559",8,9183410,9183410,8342444,0
2010,381,2,36,"H3","130220",8,275,275,18706,0
2010,381,2,36,"H3","2002",8,65287292,65287292,57911156,0
2010,381,2,36,"H3","200210",8,56252214,56252214,48081973,0
2010,381,1,36,"H3","150910",8,1405237,1405237,4091515,0
2010,381,2,36,"H3","150910",8,4195023,4195023,17104604,0
2010,381,2,36,"H3","200410",8,1856,1856,4324,0
2010,381,2,36,"H3","151519",8,5320,5320,8362,0
2010,381,2,36,"H3","151550",8,17800,17800,55457,0
2010,381,1,36,"H3","151590",8,16087,16087,34020,0
2010,381,2,36,"H3","151590",8,587507,587507,2055903,0
2010,381,2,36,"H3","151620",8,53777,53777,338289,0
2010,381,2,36,"H3","190120",8,32118,32118,120776,0
2010,381,2,36,"H3","200490",8,224377,224377,763746,0
2010,381,1,36,"H3","1902",8,9053,9053,32684,0
2010,381,2,36,"H3","1902",8,22681324,22681324,29906174,0
2010,381,2,36,"H3","160210",8,633,633,9619,0
2010,381,2,36,"H3","160249",8,796,796,6659,0
2010,381,2,36,"H3","160250",8,29562,29562,202037,0
2010,381,2,36,"H3","1603",8,52125,52125,127395,0
2010,381,2,36,"H3","160300",8,52125,52125,127395,0
2010,381,2,36,"H3","200510",8,390461,390461,607127,0
2010,381,2,36,"H3","160413",8,47882,47882,470570,0
2010,381,2,36,"H3","200551",8,9136952,9136952,8293325,0
2010,381,2,36,"H3","200570",8,419743,419743,1704447,0
2010,381,2,36,"H3","200599",8,1133687,1133687,2950461,0
2010,381,2,36,"H3","1903",8,170,170,2100,0
2010,381,1,36,"H3","2006",8,2718,2718,3567,0
2010,381,2,36,"H3","2006",8,553193,553193,1045692,0
2010,381,2,36,"H3","200710",8,2631,2631,39696,0
2010,381,2,36,"H3","190520",8,6870,6870,43288,0
2010,381,2,36,"H3","200819",8,4987,4987,37400,0
2010,381,2,36,"H3","210410",8,7789,7789,53423,0
2010,381,2,36,"H3","200580",8,43544,43544,165384,0
2010,381,1,36,"H3","18",1,,,6693,0
2010,381,2,36,"H3","190300",8,170,170,2100,0
2010,381,1,36,"H3","2106",8,12116,12116,92390,0
2010,381,2,36,"H3","18",1,,,20996179,0
2010,381,2,36,"H3","1904",8,74773,74773,274931,0
2010,381,2,36,"H3","2106",8,1642531,1642531,9427695,0
2010,381,2,36,"H3","190420",8,830,830,8733,0
2010,381,1,36,"H3","210690",8,12116,12116,92390,0
2010,381,2,36,"H3","200799",8,170482,170482,700256,0
2010,381,2,36,"H3","190532",8,681878,681878,4160079,0
2010,381,2,36,"H3","2008",8,159885,159885,806901,0
2010,381,2,36,"H3","210690",8,1106109,1106109,6858024,0
2010,381,1,36,"H3","190590",8,78987,78987,383925,0
2010,381,1,36,"H3","120999",8,5335,5335,84212,0
2010,381,2,36,"H3","120999",8,2865,2865,160304,0
2010,381,2,36,"H3","1211",8,4088,4088,121962,0
2010,381,2,36,"H3","190590",8,3564287,3564287,15495058,0
2010,381,1,36,"H3","170199",8,22440,22440,12938,0
2010,381,1,36,"H3","1806",8,230,230,6693,0
2010,381,2,36,"H3","1806",8,3187243,3187243,19234332,0
2010,381,1,36,"H3","20",1,,,11568,0
2010,381,2,36,"H3","20",1,,,88518103,0
2010,381,2,36,"H3","200860",8,34936,34936,105684,0
2010,381,2,36,"H3","200899",8,48258,48258,438961,0
2010,381,2,36,"H3","170290",8,8928,8928,21345,0
2010,381,2,36,"H3","2009",8,819430,819430,2906651,0
2010,381,2,36,"H3","200911",8,65268,65268,255411,0
2010,381,2,36,"H3","200929",8,1266,1266,2466,0
2010,381,2,36,"H3","130232",8,22420,22420,219920,0
2010,381,2,36,"H3","1704",8,198579,198579,1232944,0
2010,381,2,36,"H3","180620",8,32967,32967,183266,0
2010,381,2,36,"H3","200290",8,9035078,9035078,9829184,0
2010,381,1,36,"H3","1509",8,1405237,1405237,4091515,0
2010,381,2,36,"H3","1509",8,7055522,7055522,27476198,0
2010,381,2,36,"H3","200969",8,160400,160400,261529,0
2010,381,2,36,"H3","180631",8,68211,68211,431022,0
2010,381,2,36,"H3","180632",8,22886,22886,121886,0
2010,381,1,36,"H3","180690",8,230,230,6693,0
2010,381,2,36,"H3","2003",8,19820,19820,343457,0
2010,381,2,36,"H3","200310",8,10457,10457,157019,0
2010,381,2,36,"H3","180690",8,3025691,3025691,18339702,0
2010,381,2,36,"H3","200320",8,3187,3187,116617,0
2010,381,2,36,"H3","200980",8,460002,460002,1944967,0
2010,381,2,36,"H3","200990",8,23719,23719,82906,0
2010,381,1,36,"H3","21",1,,,253269,0
2010,381,2,36,"H3","21",1,,,22989347,0
2010,381,2,36,"H3","210112",8,7388,7388,72252,0
2010,381,2,36,"H3","210120",8,648,648,42659,0
2010,381,1,36,"H3","2102",8,8645,8645,160879,0
2010,381,2,36,"H3","2102",8,3858,3858,60997,0
2010,381,1,36,"H3","210210",8,8645,8645,160879,0
2010,381,2,36,"H3","210210",8,3704,3704,55456,0
2010,381,2,36,"H3","160241",8,21575,21575,318971,0
2010,381,2,36,"H3","210230",8,141,141,1906,0
2010,381,2,36,"H3","2103",8,4786417,4786417,12966899,0
2010,381,2,36,"H3","210330",8,6684,6684,65732,0
2010,381,2,36,"H3","160412",8,20073,20073,188386,0
2010,381,2,36,"H3","220210",7,1258424,1264470,2010994,0
2010,381,1,36,"H3","2203",7,138,138,3740,0
2010,381,2,36,"H3","2203",7,4785098,4812577,4864662,0
2010,381,1,36,"H3","220300",7,138,138,3740,0
2010,381,2,36,"H3","220300",7,4785098,4812577,4864662,0
2010,381,2,36,"H3","2205",7,653585,653610,873530,0
2010,381,1,36,"H3","220820",7,1159800,1248253,967956,0
2010,381,2,36,"H3","220820",7,15000,17694,250769,0
2010,381,1,36,"H3","2301",8,52390,52390,64524,0
2010,381,2,36,"H3","160415",8,225,225,1860,0
2010,381,2,36,"H3","220860",7,182340,549334,1110090,0
2010,381,1,36,"H3","22",1,,,2483035,0
2010,381,2,36,"H3","22",1,,,76027471,0
2010,381,2,36,"H3","2201",7,25069027,25075596,20209663,2
2010,381,2,36,"H3","160420",8,86822,86822,588719,0
2010,381,2,36,"H3","250300",8,43500,43500,14968,0
2010,381,1,36,"H3","200600",8,2718,2718,3567,0
2010,381,2,36,"H3","200600",8,553193,553193,1045692,0
2010,381,2,36,"H3","2007",8,174229,174229,751640,0
2010,381,2,36,"H3","200791",8,1116,1116,11688,0
2010,381,2,36,"H3","2504",8,3585,3585,14118,0
2010,381,2,36,"H3","250410",8,2010,2010,5125,0
2010,381,2,36,"H3","250490",8,1575,1575,8993,0
2010,381,1,36,"H3","17",1,,,12938,0
2010,381,2,36,"H3","17",1,,,1687943,0
2010,381,2,36,"H3","200830",8,18694,18694,123459,0
2010,381,1,36,"H3","1701",8,22440,22440,12938,0
2010,381,2,36,"H3","1701",8,2484,2484,6141,0
2010,381,1,36,"H3","250510",8,57680,57680,132409,0
2010,381,2,36,"H3","220510",7,653585,653610,873530,0
2010,381,2,36,"H3","170230",8,658100,658100,351719,0
2010,381,2,36,"H3","2507",8,20160,20160,14569,0
2010,381,2,36,"H3","200931",8,91048,91048,212846,0
2010,381,2,36,"H3","220870",7,240679,1019574,4096210,0
2010,381,2,36,"H3","220900",7,3990938,3991157,8659914,0
2010,381,2,36,"H3","23",1,,,622568,0
2010,381,2,36,"H3","1516",8,53777,53777,338289,0
2010,381,2,36,"H3","2401",8,19800,19800,113699,0
2010,381,2,36,"H3","240120",8,19800,19800,113699,0
2010,381,2,36,"H3","2402",8,288,288,40018,0
2010,381,2,36,"H3","210220",8,13,13,3635,0
2010,381,1,36,"H3","250840",8,730,730,1838,0
2010,381,2,36,"H3","250840",8,7600,7600,1489,0
2010,381,1,36,"H3","251320",8,20000,20000,84720,0
2010,381,2,36,"H3","251320",8,1094,1094,19938,0
2010,381,1,36,"H3","251511",8,831770,831770,429164,0
2010,381,2,36,"H3","251511",8,380960,380960,285488,0
2010,381,2,36,"H3","200892",8,2037,2037,15032,0
2010,381,2,36,"H3","180610",8,37488,37488,158456,0
2010,381,2,36,"H3","2508",8,35780,35780,44146,0
2010,381,2,36,"H3","250700",8,20160,20160,14569,0
2010,381,2,36,"H3","210320",8,1931073,1931073,5097679,0
2010,381,2,36,"H3","210390",8,2848660,2848660,7803488,0
2010,381,1,36,"H3","2508",8,211164,211164,90579,0
2010,381,2,36,"H3","2517",8,1000,1000,5026,0
2010,381,2,36,"H3","2520",8,9593,9593,14787,0
2010,381,1,36,"H3","250810",8,201600,201600,62670,0
2010,381,2,36,"H3","250810",8,28180,28180,42658,0
2010,381,1,36,"H3","250830",8,8834,8834,26071,0
2010,381,2,36,"H3","110812",8,48000,48000,20345,0
