Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2003,381,2,36,"H2","040390",8,13290,13290,8782,0
2003,381,2,36,"H2","0403",8,13290,13290,8782,0
2003,381,2,36,"H2","0307",8,500,500,3824,0
2003,381,1,36,"H2","0307",8,15509,15509,50876,0
2003,381,1,36,"H2","030629",8,180,180,4617,0
2003,381,1,36,"H2","030624",8,229,229,4844,0
2003,381,1,36,"H2","0304",8,428,428,5093,0
2003,381,1,36,"H2","030380",8,4300,4300,103713,0
2003,381,1,36,"H2","0302",8,17668,17668,129860,0
2003,381,2,36,"H2","03",1,,,433203,0
2003,381,1,36,"H2","03",1,,,2143854,0
2003,381,1,36,"H2","020890",8,44666,44666,129562,0
2003,381,1,36,"H2","0208",8,44666,44666,129562,0
2003,381,2,36,"H2","010690",1,,25,5659,0
2003,381,2,36,"H2","070959",8,832,832,10173,0
2003,381,2,36,"H2","070990",8,148,148,814,0
2003,381,2,36,"H2","07",1,,,1226882,0
2003,381,1,36,"H2","07",1,,,3536036,0
2003,381,2,36,"H2","0602",1,,1009,11949,0
2003,381,1,36,"H2","0602",1,,91465,183195,0
2003,381,1,36,"H2","0601",1,,6,605,0
2003,381,2,36,"H2","06",1,,,11949,0
2003,381,1,36,"H2","06",1,,,377563,0
2003,381,1,36,"H2","051000",8,158804,158804,868041,0
2003,381,1,36,"H2","0510",8,158804,158804,868041,0
2003,381,1,36,"H2","0508",8,60321,60321,601720,0
2003,381,2,36,"H2","0710",8,8275,8275,37997,0
2003,381,2,36,"H2","04",1,,,12132763,0
2003,381,2,36,"H2","030799",8,500,500,3824,0
2003,381,1,36,"H2","030749",8,3600,3600,6108,0
2003,381,1,36,"H2","030621",8,12367,12367,381337,0
2003,381,1,36,"H2","030614",8,6771,6771,24528,0
2003,381,1,36,"H2","030613",8,71500,71500,914542,0
2003,381,2,36,"H2","030551",8,100,100,2125,0
2003,381,2,36,"H2","030530",8,8833,8833,68474,0
2003,381,2,36,"H2","030520",8,22,22,1769,0
2003,381,2,36,"H2","030510",8,2205,2205,12903,0
2003,381,1,36,"H2","030510",8,65,65,5970,0
2003,381,1,36,"H2","030410",8,428,428,5093,0
2003,381,1,36,"H2","030379",8,100462,100462,489926,0
2003,381,2,36,"H2","030199",8,816,816,4048,0
2003,381,1,36,"H2","030110",8,200,200,28549,0
2003,381,2,36,"H2","020629",8,350,350,791,0
2003,381,2,36,"H2","01",1,,,5659,0
2003,381,2,36,"H2","071231",8,1660,1660,33379,0
2003,381,1,36,"H2","0713",8,5791797,5791797,2093729,0
2003,381,2,36,"H2","0713",8,2200,2200,935,0
2003,381,1,36,"H2","071320",8,43900,43900,22042,0
2003,381,2,36,"H2","071320",8,2200,2200,935,0
2003,381,1,36,"H2","071331",8,64500,64500,31833,0
2003,381,1,36,"H2","071333",8,367782,367782,212227,0
2003,381,1,36,"H2","071339",8,47150,47150,27475,0
2003,381,1,36,"H2","050800",8,60321,60321,601720,0
2003,381,2,36,"H2","071080",8,7975,7975,37237,0
2003,381,2,36,"H2","040620",8,6209,6209,44765,0
2003,381,1,36,"H2","030759",8,11909,11909,44768,0
2003,381,1,36,"H2","0806",8,769603,769603,1067715,0
2003,381,1,36,"H2","0303",8,104762,104762,593639,0
2003,381,2,36,"H2","0301",8,816,816,4048,0
2003,381,1,36,"H2","0301",8,200,200,28549,0
2003,381,1,36,"H2","080620",8,661820,661820,911400,0
2003,381,1,36,"H2","0808",8,216062,216062,242520,0
2003,381,2,36,"H2","071120",8,21575,21575,99299,0
2003,381,2,36,"H2","071130",8,1510,1510,6839,0
2003,381,2,36,"H2","071159",8,2692,2692,43716,0
2003,381,2,36,"H2","071190",8,20000,20000,28630,0
2003,381,2,36,"H2","0712",8,54766,54766,370442,0
2003,381,2,36,"H2","071220",8,323,323,14179,0
2003,381,2,36,"H2","071232",8,1998,1998,74319,0
2003,381,2,36,"H2","071239",8,2086,2086,87606,0
2003,381,2,36,"H2","071290",8,48699,48699,160959,0
2003,381,1,36,"H2","0306",8,91047,91047,1329868,0
2003,381,1,36,"H2","080610",8,107783,107783,156314,0
2003,381,1,36,"H2","071310",8,22700,22700,7357,0
2003,381,2,36,"H2","0703",8,1050,1050,3185,0
2003,381,1,36,"H2","0703",8,3012100,3012100,1442306,0
2003,381,1,36,"H2","060491",8,2342,2342,13672,0
2003,381,1,36,"H2","060310",8,1425,1425,11370,0
2003,381,1,36,"H2","0603",8,20407,20407,130357,0
2003,381,1,36,"H2","060120",1,,6,605,0
2003,381,2,36,"H2","051199",8,79,79,7344,0
2003,381,1,36,"H2","051199",8,194,194,23553,0
2003,381,1,36,"H2","0802",8,28377,28377,83981,0
2003,381,2,36,"H2","0802",8,104070,104070,306748,0
2003,381,1,36,"H2","080211",8,22000,22000,35831,0
2003,381,2,36,"H2","071090",8,300,300,761,0
2003,381,2,36,"H2","0711",8,45777,45777,178483,0
2003,381,2,36,"H2","080222",8,100000,100000,290846,0
2003,381,2,36,"H2","080240",8,4070,4070,15902,0
2003,381,2,36,"H2","040690",8,1613536,1613536,11606960,0
2003,381,1,36,"H2","080290",8,6377,6377,48150,0
2003,381,1,36,"H2","0804",8,12143,12143,61325,0
2003,381,1,36,"H2","080440",8,726,726,1460,0
2003,381,1,36,"H2","080450",8,11417,11417,59865,0
2003,381,1,36,"H2","0805",8,1014678,1014678,697159,0
2003,381,2,36,"H2","0805",8,3027,3027,16307,0
2003,381,1,36,"H2","09",1,,,10655,0
2003,381,2,36,"H2","09",1,,,18277707,0
2003,381,1,36,"H2","0901",8,2000,2000,10655,0
2003,381,1,36,"H2","080510",8,713845,713845,484589,0
2003,381,1,36,"H2","080520",8,197638,197638,155301,0
2003,381,1,36,"H2","080540",8,98155,98155,54140,0
2003,381,1,36,"H2","080550",8,5040,5040,3129,0
2003,381,2,36,"H2","0901",8,2337037,2337037,17845748,0
2003,381,2,36,"H2","090111",8,93714,93714,571478,0
2003,381,2,36,"H2","090112",8,311,311,1158,0
2003,381,2,36,"H2","030563",8,63932,63932,340060,0
2003,381,1,36,"H2","090121",8,2000,2000,10655,0
2003,381,2,36,"H2","090121",8,2196156,2196156,16942120,0
2003,381,2,36,"H2","090122",8,33719,33719,248403,0
2003,381,2,36,"H2","0902",8,644,644,25619,0
2003,381,2,36,"H2","0305",8,75092,75092,425331,0
2003,381,1,36,"H2","0305",8,65,65,5970,0
2003,381,2,36,"H2","090210",8,362,362,10873,0
2003,381,2,36,"H2","080590",8,3027,3027,16307,0
2003,381,2,36,"H2","090230",8,282,282,14745,0
2003,381,1,36,"H2","030269",8,17668,17668,129860,0
2003,381,1,36,"H2","0204",8,59477,59477,355241,0
2003,381,2,36,"H2","0106",1,,25,5659,0
2003,381,2,36,"H2","091091",8,2057,2057,54088,0
2003,381,2,36,"H2","090190",8,13137,13137,82590,0
2003,381,2,36,"H2","100890",8,431,431,1373,0
2003,381,2,36,"H2","1101",8,96888,96888,41752,0
2003,381,1,36,"H2","0809",8,45558,45558,107745,0
2003,381,1,36,"H2","11",1,,,146285,0
2003,381,2,36,"H2","11",1,,,244340,0
2003,381,2,36,"H2","0910",8,6101,6101,97524,0
2003,381,1,36,"H2","080910",8,1101,1101,3837,0
2003,381,1,36,"H2","080920",8,4455,4455,26943,0
2003,381,1,36,"H2","080940",8,6600,6600,10255,0
2003,381,2,36,"H2","091020",8,180,180,5978,0
2003,381,1,36,"H2","0810",8,404,404,4760,0
2003,381,2,36,"H2","0810",8,2641404,2641404,3836258,0
2003,381,1,36,"H2","081040",8,204,204,3637,0
2003,381,2,36,"H2","081050",8,2641404,2641404,3836258,0
2003,381,1,36,"H2","081090",8,200,200,1123,0
2003,381,1,36,"H2","071350",8,4834155,4834155,1604783,0
2003,381,1,36,"H2","08",1,,,2265205,0
2003,381,2,36,"H2","08",1,,,5601741,0
2003,381,2,36,"H2","0812",8,1320720,1320720,1422058,0
2003,381,2,36,"H2","0814",8,72000,72000,20371,0
2003,381,2,36,"H2","081400",8,72000,72000,20371,0
2003,381,1,36,"H2","100110",8,94273540,94273540,20101148,0
2003,381,2,36,"H2","0904",8,46200,46200,306543,0
2003,381,2,36,"H2","090411",8,3200,3200,18444,0
2003,381,1,36,"H2","1008",8,469558,469558,227742,0
2003,381,2,36,"H2","1008",8,431,431,1373,0
2003,381,1,36,"H2","100820",8,469558,469558,227742,0
2003,381,1,36,"H2","080810",8,39770,39770,93125,0
2003,381,1,36,"H2","080820",8,176292,176292,149395,0
2003,381,2,36,"H2","090412",8,43000,43000,288100,0
2003,381,2,36,"H2","110313",8,59340,59340,54751,0
2003,381,1,36,"H2","1104",8,81500,81500,95943,0
2003,381,2,36,"H2","1104",8,1900,1900,5272,0
2003,381,2,36,"H2","110419",8,1900,1900,5272,0
2003,381,2,36,"H2","130219",8,18344,18344,1799318,0
2003,381,2,36,"H2","091099",8,1984,1984,25138,0
2003,381,1,36,"H2","110429",8,81500,81500,95943,0
2003,381,2,36,"H2","1106",8,1500,1500,2988,0
2003,381,1,36,"H2","10",1,,,26753114,0
2003,381,2,36,"H2","10",1,,,916306,0
2003,381,1,36,"H2","071340",8,411610,411610,188013,0
2003,381,2,36,"H2","110630",8,1500,1500,2988,0
2003,381,2,36,"H2","1108",8,88725,88725,53024,0
2003,381,2,36,"H2","110812",8,63225,63225,16293,0
2003,381,2,36,"H2","110819",8,25500,25500,36731,0
2003,381,2,36,"H2","081210",8,1320720,1320720,1422058,0
2003,381,1,36,"H2","1001",8,123593872,123593872,26525372,0
2003,381,1,36,"H2","12",1,,,1744632,0
2003,381,2,36,"H2","12",1,,,261519,0
2003,381,1,36,"H2","1209",8,1242149,1242149,1709406,0
2003,381,2,36,"H2","1209",8,18494,18494,164407,0
2003,381,1,36,"H2","120921",8,761175,761175,918942,0
2003,381,1,36,"H2","120922",8,183177,183177,379763,0
2003,381,1,36,"H2","100190",8,29320332,29320332,6424224,0
2003,381,1,36,"H2","120923",8,10700,10700,13164,0
2003,381,1,36,"H2","120925",8,123220,123220,130852,0
2003,381,1,36,"H2","120929",8,159834,159834,157242,0
2003,381,2,36,"H2","120929",8,100,100,5109,0
2003,381,2,36,"H2","120930",8,1,1,5839,0
2003,381,1,36,"H2","120991",8,141,141,25240,0
2003,381,2,36,"H2","1006",8,939319,939319,914933,0
2003,381,2,36,"H2","120991",8,16772,16772,113951,0
2003,381,1,36,"H2","120999",8,3902,3902,84204,0
2003,381,2,36,"H2","120999",8,1121,1121,38673,0
2003,381,2,36,"H2","1211",8,5241,5241,94004,0
2003,381,2,36,"H2","121190",8,5241,5241,94004,0
2003,381,2,36,"H2","1212",8,2,2,1600,0
2003,381,2,36,"H2","121210",8,2,2,1600,0
2003,381,2,36,"H2","1103",8,126090,126090,83154,0
2003,381,1,36,"H2","121490",8,41975,41975,33307,0
2003,381,2,36,"H2","121490",8,493,493,1507,0
2003,381,2,36,"H2","130232",8,2000,2000,15723,0
2003,381,1,36,"H2","1301",8,16400,16400,28752,0
2003,381,1,36,"H2","130110",8,8400,8400,13742,0
2003,381,1,36,"H2","1302",8,105592,105592,876932,0
2003,381,2,36,"H2","100620",8,960,960,1086,0
2003,381,2,36,"H2","1302",8,43045,43045,1943761,0
2003,381,2,36,"H2","100630",8,938359,938359,913847,0
2003,381,2,36,"H2","130212",8,333,333,6441,0
2003,381,2,36,"H2","110311",8,66750,66750,28403,0
2003,381,2,36,"H2","130239",8,22368,22368,122279,0
2003,381,1,36,"H2","140110",8,9,9,1192,0
2003,381,1,36,"H2","14",1,,,1192,0
2003,381,2,36,"H2","110100",8,96888,96888,41752,0
2003,381,1,36,"H2","1102",8,16516,16516,50342,0
2003,381,2,36,"H2","1102",8,43355,43355,58151,0
2003,381,2,36,"H2","110220",8,42907,42907,56395,0
2003,381,1,36,"H2","110290",8,16516,16516,50342,0
2003,381,2,36,"H2","110290",8,448,448,1755,0
2003,381,1,36,"H2","1401",8,9,9,1192,0
2003,381,1,36,"H2","130219",8,100192,100192,298006,0
2003,381,2,36,"H2","0905",8,100,100,2272,0
2003,381,2,36,"H2","15",1,,,28596687,0
2003,381,2,36,"H2","151219",8,10566,10566,12514,0
2003,381,1,36,"H2","15",1,,,51977,0
2003,381,2,36,"H2","091010",8,1880,1880,12321,0
2003,381,2,36,"H2","16",1,,,2922737,0
2003,381,2,36,"H2","1601",8,850,850,6127,0
2003,381,2,36,"H2","160100",8,850,850,6127,0
2003,381,1,36,"H2","080930",8,33402,33402,66710,0
2003,381,2,36,"H2","150990",8,5270108,5270108,15303870,0
2003,381,2,36,"H2","1510",8,1376279,1376279,1661696,0
2003,381,2,36,"H2","151000",8,1376279,1376279,1661696,0
2003,381,2,36,"H2","1512",8,10566,10566,12514,0
2003,381,2,36,"H2","1514",8,1600,1600,2602,0
2003,381,2,36,"H2","151499",8,1600,1600,2602,0
2003,381,1,36,"H2","1515",8,8421,8421,37374,0
2003,381,2,36,"H2","1515",8,529021,529021,911920,0
2003,381,1,36,"H2","120799",8,700,700,1919,0
2003,381,2,36,"H2","170191",8,1656,1656,6447,0
2003,381,2,36,"H2","120922",8,500,500,836,0
2003,381,1,36,"H2","170199",8,85000,85000,30151,0
2003,381,2,36,"H2","170199",8,1411,1411,2781,0
2003,381,2,36,"H2","1702",8,840593,840593,281205,0
2003,381,2,36,"H2","170230",8,834925,834925,269895,0
2003,381,2,36,"H2","170240",8,5270,5270,7615,0
2003,381,1,36,"H2","13",1,,,905684,0
2003,381,2,36,"H2","13",1,,,1943761,0
2003,381,1,36,"H2","130190",8,8000,8000,15011,0
2003,381,1,36,"H2","1521",8,2000,2000,14604,0
2003,381,1,36,"H2","152190",8,2000,2000,14604,0
2003,381,1,36,"H2","16",1,,,39273,0
2003,381,1,36,"H2","130214",8,5400,5400,578925,0
2003,381,2,36,"H2","090500",8,100,100,2272,0
2003,381,2,36,"H2","1905",8,2791197,2791197,13020646,0
2003,381,2,36,"H2","1507",8,20093,20093,17612,0
2003,381,2,36,"H2","150710",8,16103,16103,13231,0
2003,381,2,36,"H2","190531",8,222240,222240,735895,0
2003,381,2,36,"H2","190532",8,1269316,1269316,7481754,0
2003,381,2,36,"H2","190540",8,69648,69648,166690,0
2003,381,1,36,"H2","190590",8,14904,14904,87899,0
2003,381,2,36,"H2","190590",8,1196820,1196820,4509413,0
2003,381,2,36,"H2","150790",8,3990,3990,4381,0
2003,381,2,36,"H2","1509",8,8418152,8418152,25974637,0
2003,381,2,36,"H2","150910",8,3148044,3148044,10670767,0
2003,381,2,36,"H2","160416",8,292120,292120,1961262,0
2003,381,2,36,"H2","160419",8,484,484,9504,0
2003,381,1,36,"H2","160420",8,8172,8172,39273,0
2003,381,2,36,"H2","190510",8,14509,14509,55102,0
2003,381,2,36,"H2","160420",8,21233,21233,115601,0
2003,381,2,36,"H2","1605",8,18092,18092,116186,0
2003,381,2,36,"H2","160520",8,14350,14350,74112,0
2003,381,2,36,"H2","160590",8,3742,3742,42074,0
2003,381,2,36,"H2","151550",8,380,380,697,0
2003,381,1,36,"H2","151590",8,8421,8421,37374,0
2003,381,1,36,"H2","17",1,,,30151,0
2003,381,1,36,"H2","1207",8,700,700,1919,0
2003,381,2,36,"H2","17",1,,,1159124,0
2003,381,1,36,"H2","1701",8,85000,85000,30151,0
2003,381,2,36,"H2","1701",8,3067,3067,9228,0
2003,381,2,36,"H2","170290",8,398,398,3695,0
2003,381,2,36,"H2","1704",8,137998,137998,868690,0
2003,381,2,36,"H2","170410",8,4500,4500,1329,0
2003,381,2,36,"H2","170490",8,133498,133498,867362,0
2003,381,2,36,"H2","18",1,,,6984014,0
2003,381,2,36,"H2","1805",8,384940,384940,806384,0
2003,381,2,36,"H2","180500",8,384940,384940,806384,0
2003,381,2,36,"H2","1806",8,1108356,1108356,6177630,0
2003,381,2,36,"H2","180610",8,302,302,1911,0
2003,381,2,36,"H2","180620",8,950,950,8434,0
2003,381,1,36,"H2","1214",8,41975,41975,33307,0
2003,381,2,36,"H2","180631",8,13080,13080,34061,0
2003,381,2,36,"H2","1214",8,493,493,1507,0
2003,381,2,36,"H2","180632",8,255,255,3631,0
2003,381,2,36,"H2","180690",8,1093769,1093769,6129593,0
2003,381,1,36,"H2","19",1,,,335889,0
2003,381,2,36,"H2","19",1,,,29330611,0
2003,381,1,36,"H2","1901",8,55330,55330,105579,0
2003,381,2,36,"H2","1901",8,39602,39602,83285,0
2003,381,2,36,"H2","190110",8,5407,5407,10927,0
2003,381,2,36,"H2","190120",8,6000,6000,9186,0
2003,381,1,36,"H2","190190",8,55330,55330,105579,0
2003,381,2,36,"H2","190190",8,28195,28195,63172,0
2003,381,1,36,"H2","1902",8,75495,75495,142411,0
2003,381,2,36,"H2","151590",8,528641,528641,911222,0
2003,381,2,36,"H2","1516",8,15676,15676,14813,0
2003,381,2,36,"H2","151620",8,15676,15676,14813,0
2003,381,2,36,"H2","1518",8,765,765,894,0
2003,381,2,36,"H2","151800",8,765,765,894,0
2003,381,2,36,"H2","1902",8,19177624,19177624,16038190,0
2003,381,2,36,"H2","190211",8,246853,246853,435577,0
2003,381,2,36,"H2","190520",8,18664,18664,71791,0
2003,381,1,36,"H2","190219",8,75495,75495,142411,0
2003,381,2,36,"H2","190219",8,17444530,17444530,13955533,0
2003,381,2,36,"H2","190220",8,450681,450681,595554,0
2003,381,2,36,"H2","190230",8,104720,104720,158803,0
2003,381,2,36,"H2","190240",8,930840,930840,892724,0
2003,381,2,36,"H2","1903",8,80901,80901,187212,0
2003,381,2,36,"H2","190300",8,80901,80901,187212,0
2003,381,2,36,"H2","1904",8,137,137,1278,0
2003,381,2,36,"H2","190420",8,137,137,1278,0
2003,381,1,36,"H2","1905",8,14904,14904,87899,0
2003,381,2,36,"H2","1602",8,28498,28498,100722,0
2003,381,1,36,"H2","1604",8,8172,8172,39273,0
2003,381,2,36,"H2","1604",8,439379,439379,2699701,0
2003,381,2,36,"H2","160414",8,69270,69270,368595,0
2003,381,2,36,"H2","200190",8,162227,162227,327978,0
2003,381,1,36,"H2","2002",8,12780,12780,34832,0
2003,381,2,36,"H2","2002",8,34558829,34558829,22768693,0
2003,381,1,36,"H2","200210",8,12780,12780,34832,0
2003,381,2,36,"H2","200210",8,30305549,30305549,19648719,0
2003,381,2,36,"H2","200390",8,4165,4165,52361,0
2003,381,2,36,"H2","200559",8,1757003,1757003,1187407,0
2003,381,2,36,"H2","2004",8,74325,74325,161649,0
2003,381,2,36,"H2","200580",8,990,990,1052,0
2003,381,2,36,"H2","160413",8,50057,50057,193572,0
2003,381,2,36,"H2","160415",8,3204,3204,20900,0
2003,381,1,36,"H2","20",1,,,131457,0
2003,381,2,36,"H2","20",1,,,34711137,0
2003,381,2,36,"H2","2001",8,162821,162821,331527,0
2003,381,2,36,"H2","200110",8,594,594,3549,0
2003,381,2,36,"H2","200840",8,32112,32112,31072,0
2003,381,2,36,"H2","200860",8,61031,61031,163349,0
2003,381,2,36,"H2","200870",8,34224,34224,26455,0
2003,381,2,36,"H2","200880",8,920,920,4079,0
2003,381,1,36,"H2","200892",8,100,100,867,0
2003,381,2,36,"H2","200899",8,10317,10317,51456,0
2003,381,2,36,"H2","200290",8,4253280,4253280,3119974,0
2003,381,2,36,"H2","2003",8,6724,6724,111684,0
2003,381,2,36,"H2","200310",8,2234,2234,53029,0
2003,381,2,36,"H2","200320",8,325,325,6295,0
2003,381,2,36,"H2","200410",8,35972,35972,45786,0
2003,381,2,36,"H2","200490",8,38353,38353,115863,0
2003,381,1,36,"H2","2005",8,24648,24648,59373,0
2003,381,2,36,"H2","2005",8,8046083,8046083,8028941,0
2003,381,2,36,"H2","200510",8,555252,555252,372772,0
2003,381,2,36,"H2","200540",8,82804,82804,63512,0
2003,381,2,36,"H2","200551",8,4015526,4015526,2473576,0
2003,381,2,36,"H2","200570",8,74694,74694,305907,0
2003,381,2,36,"H2","2102",8,8682,8682,76316,0
2003,381,2,36,"H2","210220",8,5287,5287,18202,0
2003,381,2,36,"H2","210390",8,878417,878417,1415656,0
2003,381,2,36,"H2","220430",7,4552,4543,18059,0
2003,381,1,36,"H2","2006",8,300,300,2460,0
2003,381,2,36,"H2","2006",8,257006,257006,494814,0
2003,381,2,36,"H2","2007",8,26168,26168,76140,0
2003,381,2,36,"H2","160250",8,28498,28498,100722,0
2003,381,2,36,"H2","220300",7,1301831,1320793,1508581,0
2003,381,2,36,"H2","200799",8,17937,17937,45213,0
2003,381,1,36,"H2","2204",7,259988,282130,913763,0
2003,381,2,36,"H2","2204",7,3247417,3319965,11090685,0
2003,381,1,36,"H2","2009",8,15870,15870,11169,0
2003,381,2,36,"H2","2009",8,1004564,1004564,2440278,0
2003,381,2,36,"H2","200931",8,194836,194836,208797,0
2003,381,2,36,"H2","200941",8,6440,6440,41601,0
2003,381,1,36,"H2","200949",8,15750,15750,10551,0
2003,381,2,36,"H2","200990",8,38940,38940,251335,0
2003,381,2,36,"H2","210111",8,12115,12115,86771,0
2003,381,2,36,"H2","210112",8,780,780,10123,0
2003,381,1,36,"H2","200590",8,24648,24648,59373,0
2003,381,2,36,"H2","200590",8,1559814,1559814,3624715,0
2003,381,2,36,"H2","200710",8,7031,7031,24892,0
2003,381,2,36,"H2","2203",7,1301831,1320793,1508581,0
2003,381,2,36,"H2","160412",8,3011,3011,30266,0
2003,381,2,36,"H2","2205",7,445075,450210,584128,0
2003,381,2,36,"H2","220510",7,444595,449724,583419,0
2003,381,2,36,"H2","220590",7,480,486,710,0
2003,381,2,36,"H2","2206",7,434301,449250,780377,0
2003,381,2,36,"H2","220600",7,434301,449250,780377,0
2003,381,1,36,"H2","220410",7,149,149,3150,0
2003,381,2,36,"H2","220410",7,1455442,1469306,5010798,0
2003,381,1,36,"H2","220421",7,210431,232287,834380,0
2003,381,2,36,"H2","200911",8,256393,256393,390307,0
2003,381,2,36,"H2","220421",7,1642667,1701364,5753063,0
2003,381,2,36,"H2","220429",7,144756,144752,308766,0
2003,381,2,36,"H2","200939",8,13140,13140,95532,0
2003,381,2,36,"H2","200950",8,14992,14992,14071,0
2003,381,2,36,"H2","200969",8,20060,20060,16886,0
2003,381,1,36,"H2","200980",8,120,120,619,0
2003,381,2,36,"H2","200980",8,459763,459763,1421749,0
2003,381,1,36,"H2","21",1,,,25453,0
2003,381,2,36,"H2","21",1,,,7835441,0
2003,381,2,36,"H2","2101",8,53685,53685,314831,0
2003,381,2,36,"H2","210120",8,1322,1322,5983,0
2003,381,2,36,"H2","210130",8,39468,39468,211954,0
2003,381,1,36,"H2","2307",8,19240,19240,10842,0
2003,381,2,36,"H2","210210",8,3395,3395,58113,0
2003,381,1,36,"H2","230700",8,19240,19240,10842,0
2003,381,1,36,"H2","2104",8,3912,3912,13629,0
2003,381,2,36,"H2","2104",8,379015,379015,645102,0
2003,381,1,36,"H2","210410",8,3912,3912,13629,0
2003,381,2,36,"H2","210410",8,379015,379015,645102,0
2003,381,2,36,"H2","2105",8,108928,108928,560540,0
2003,381,2,36,"H2","210500",8,108928,108928,560540,0
2003,381,1,36,"H2","2106",8,1431,1431,11824,0
2003,381,2,36,"H2","2106",8,946779,946779,2900616,0
2003,381,1,36,"H2","210610",8,250,250,889,0
2003,381,1,36,"H2","2309",8,52955,52955,121067,0
2003,381,2,36,"H2","2309",8,17834,17834,15973,0
2003,381,1,36,"H2","230910",8,30455,30455,29525,0
2003,381,2,36,"H2","210610",8,6011,6011,45606,0
2003,381,1,36,"H2","210690",8,1181,1181,10935,0
2003,381,2,36,"H2","210690",8,940768,940768,2855011,0
2003,381,1,36,"H2","220429",7,49408,49694,76233,0
2003,381,2,36,"H2","2201",7,8243239,8339286,5093166,2
2003,381,2,36,"H2","230910",8,17834,17834,15973,0
2003,381,2,36,"H2","220110",7,7004793,7100840,4510536,0
2003,381,2,36,"H2","220190",7,1238446,1238446,582630,2
2003,381,1,36,"H2","200600",8,300,300,2460,0
2003,381,2,36,"H2","200600",8,257006,257006,494814,0
2003,381,2,36,"H2","250100",8,120277,120277,324579,0
2003,381,2,36,"H2","2401",8,200,200,11589,0
2003,381,2,36,"H2","2512",8,1200,1200,2094,0
2003,381,2,36,"H2","240120",8,200,200,11589,0
2003,381,1,36,"H2","250810",8,336000,336000,57715,0
2003,381,1,36,"H2","250840",8,700,700,2077,0
2003,381,1,36,"H2","2510",8,7364,7364,75948,0
2003,381,2,36,"H2","251200",8,1200,1200,2094,0
2003,381,1,36,"H2","200820",8,19678,19678,22756,0
2003,381,2,36,"H2","200830",8,1579,1579,6746,0
2003,381,2,36,"H2","220870",7,163429,516087,1769128,0
2003,381,2,36,"H2","220890",7,21241,39701,191568,0
2003,381,2,36,"H2","2209",7,2318928,2448556,4389591,0
2003,381,2,36,"H2","220900",7,2318928,2448556,4389591,0
2003,381,1,36,"H2","250590",8,11368014,11368014,1725095,0
2003,381,2,36,"H2","250590",8,1444800,1444800,158953,0
2003,381,1,36,"H2","2202",7,49004,43663,155811,0
2003,381,2,36,"H2","2202",7,2613869,2676378,3802302,0
2003,381,2,36,"H2","250300",8,10000,10000,2494,0
2003,381,1,36,"H2","230990",8,22500,22500,91542,0
2003,381,1,36,"H2","220210",7,500,500,2130,0
2003,381,2,36,"H2","220210",7,1035656,1076382,1370099,0
2003,381,2,36,"H2","2501",8,120277,120277,324579,0
2003,381,1,36,"H2","220290",7,48504,43163,153681,0
2003,381,2,36,"H2","220290",7,1578213,1599996,2432203,0
2003,381,1,36,"H2","251020",8,7364,7364,75948,0
